ID;benchmarkPhase;streamNumber;queryNumber;epochStartTimestamp;epochEndTimestamp;humanReadableStartTime;humanReadableEndTime;durationInMilliseconds;durationInSeconds;humanReadableDuration;queryType;successful;
151;VALIDATE_POWER_TEST;0;14;1631191983662;1631191985194;2021-09-09 18:23:03.662;2021-09-09 18:23:05.194;1532;1.532;0h:00m:01s:532ms;structured;true;
152;VALIDATE_POWER_TEST;0;15;1631191985196;1631191986773;2021-09-09 18:23:05.196;2021-09-09 18:23:06.773;1577;1.577;0h:00m:01s:577ms;structured;false;
153;VALIDATE_POWER_TEST;0;16;1631191986773;1631191988328;2021-09-09 18:23:06.773;2021-09-09 18:23:08.328;1555;1.555;0h:00m:01s:555ms;structured;false;
154;VALIDATE_POWER_TEST;0;17;1631191988330;1631191989711;2021-09-09 18:23:08.330;2021-09-09 18:23:09.711;1381;1.381;0h:00m:01s:381ms;structured;false;
155;VALIDATE_POWER_TEST;0;18;1631191989712;1631191991105;2021-09-09 18:23:09.712;2021-09-09 18:23:11.105;1393;1.393;0h:00m:01s:393ms;unstructured;false;
156;VALIDATE_POWER_TEST;0;19;1631191991107;1631191992644;2021-09-09 18:23:11.107;2021-09-09 18:23:12.644;1537;1.537;0h:00m:01s:537ms;unstructured;true;
157;VALIDATE_POWER_TEST;0;20;1631191992645;1631191994031;2021-09-09 18:23:12.645;2021-09-09 18:23:14.031;1386;1.386;0h:00m:01s:386ms;structured;false;
158;VALIDATE_POWER_TEST;0;21;1631191994031;1631191995589;2021-09-09 18:23:14.031;2021-09-09 18:23:15.589;1558;1.558;0h:00m:01s:558ms;structured;true;
159;VALIDATE_POWER_TEST;0;22;1631191995590;1631191997130;2021-09-09 18:23:15.590;2021-09-09 18:23:17.130;1540;1.540;0h:00m:01s:540ms;structured;true;
160;VALIDATE_POWER_TEST;0;23;1631191997131;1631191998551;2021-09-09 18:23:17.131;2021-09-09 18:23:18.551;1420;1.420;0h:00m:01s:420ms;structured;false;
161;VALIDATE_POWER_TEST;0;24;1631191998552;1631192000123;2021-09-09 18:23:18.552;2021-09-09 18:23:20.123;1571;1.571;0h:00m:01s:571ms;structured;true;
162;VALIDATE_POWER_TEST;0;25;1631192000124;1631192001536;2021-09-09 18:23:20.124;2021-09-09 18:23:21.536;1412;1.412;0h:00m:01s:412ms;structured;false;
163;VALIDATE_POWER_TEST;0;26;1631192001538;1631192002933;2021-09-09 18:23:21.538;2021-09-09 18:23:22.933;1395;1.395;0h:00m:01s:395ms;structured;false;
164;VALIDATE_POWER_TEST;0;27;1631192002935;1631192004474;2021-09-09 18:23:22.935;2021-09-09 18:23:24.474;1539;1.539;0h:00m:01s:539ms;unstructured;true;
165;VALIDATE_POWER_TEST;0;28;1631192004476;1631192005867;2021-09-09 18:23:24.476;2021-09-09 18:23:25.867;1391;1.391;0h:00m:01s:391ms;unstructured;false;
166;VALIDATE_POWER_TEST;0;29;1631192005869;1631192007389;2021-09-09 18:23:25.869;2021-09-09 18:23:27.389;1520;1.520;0h:00m:01s:520ms;structured;true;
167;VALIDATE_POWER_TEST;0;30;1631192007391;1631192008788;2021-09-09 18:23:27.391;2021-09-09 18:23:28.788;1397;1.397;0h:00m:01s:397ms;semi-structured;false;
168;VALIDATE_THROUGHPUT_TEST_1;;;1631192008790;1631192053515;2021-09-09 18:23:28.790;2021-09-09 18:24:13.515;44725;44.725;0h:00m:44s:725ms;;false;
169;VALIDATE_THROUGHPUT_TEST_1;0;;1631192008790;1631192053515;2021-09-09 18:23:28.790;2021-09-09 18:24:13.515;44725;44.725;0h:00m:44s:725ms;;false;
170;VALIDATE_THROUGHPUT_TEST_1;0;1;1631192008791;1631192010320;2021-09-09 18:23:28.791;2021-09-09 18:23:30.320;1529;1.529;0h:00m:01s:529ms;structured;true;
171;VALIDATE_THROUGHPUT_TEST_1;0;2;1631192010322;1631192011700;2021-09-09 18:23:30.322;2021-09-09 18:23:31.700;1378;1.378;0h:00m:01s:378ms;semi-structured;false;
172;VALIDATE_THROUGHPUT_TEST_1;0;3;1631192011701;1631192013076;2021-09-09 18:23:31.701;2021-09-09 18:23:33.076;1375;1.375;0h:00m:01s:375ms;semi-structured;false;
173;VALIDATE_THROUGHPUT_TEST_1;0;4;1631192013076;1631192014503;2021-09-09 18:23:33.076;2021-09-09 18:23:34.503;1427;1.427;0h:00m:01s:427ms;semi-structured;false;
174;VALIDATE_THROUGHPUT_TEST_1;0;5;1631192014506;1631192015896;2021-09-09 18:23:34.506;2021-09-09 18:23:35.896;1390;1.390;0h:00m:01s:390ms;semi-structured;false;
175;VALIDATE_THROUGHPUT_TEST_1;0;6;1631192015897;1631192017414;2021-09-09 18:23:35.897;2021-09-09 18:23:37.414;1517;1.517;0h:00m:01s:517ms;structured;false;
176;VALIDATE_THROUGHPUT_TEST_1;0;7;1631192017415;1631192018936;2021-09-09 18:23:37.415;2021-09-09 18:23:38.936;1521;1.521;0h:00m:01s:521ms;structured;true;
177;VALIDATE_THROUGHPUT_TEST_1;0;8;1631192018938;1631192020340;2021-09-09 18:23:38.938;2021-09-09 18:23:40.340;1402;1.402;0h:00m:01s:402ms;semi-structured;false;
178;VALIDATE_THROUGHPUT_TEST_1;0;9;1631192020341;1631192021859;2021-09-09 18:23:40.341;2021-09-09 18:23:41.859;1518;1.518;0h:00m:01s:518ms;structured;true;
179;VALIDATE_THROUGHPUT_TEST_1;0;10;1631192021860;1631192023505;2021-09-09 18:23:41.860;2021-09-09 18:23:43.505;1645;1.645;0h:00m:01s:645ms;unstructured;true;
180;VALIDATE_THROUGHPUT_TEST_1;0;11;1631192023507;1631192025017;2021-09-09 18:23:43.507;2021-09-09 18:23:45.017;1510;1.510;0h:00m:01s:510ms;structured;true;
181;VALIDATE_THROUGHPUT_TEST_1;0;12;1631192025020;1631192026529;2021-09-09 18:23:45.020;2021-09-09 18:23:46.529;1509;1.509;0h:00m:01s:509ms;semi-structured;true;
182;VALIDATE_THROUGHPUT_TEST_1;0;13;1631192026531;1631192028048;2021-09-09 18:23:46.531;2021-09-09 18:23:48.048;1517;1.517;0h:00m:01s:517ms;structured;false;
183;VALIDATE_THROUGHPUT_TEST_1;0;14;1631192028050;1631192029573;2021-09-09 18:23:48.050;2021-09-09 18:23:49.573;1523;1.523;0h:00m:01s:523ms;structured;true;
184;VALIDATE_THROUGHPUT_TEST_1;0;15;1631192029574;1631192031126;2021-09-09 18:23:49.574;2021-09-09 18:23:51.126;1552;1.552;0h:00m:01s:552ms;structured;false;
185;VALIDATE_THROUGHPUT_TEST_1;0;16;1631192031127;1631192032669;2021-09-09 18:23:51.127;2021-09-09 18:23:52.669;1542;1.542;0h:00m:01s:542ms;structured;false;
186;VALIDATE_THROUGHPUT_TEST_1;0;17;1631192032670;1631192034073;2021-09-09 18:23:52.670;2021-09-09 18:23:54.073;1403;1.403;0h:00m:01s:403ms;structured;false;
187;VALIDATE_THROUGHPUT_TEST_1;0;18;1631192034075;1631192035484;2021-09-09 18:23:54.075;2021-09-09 18:23:55.484;1409;1.409;0h:00m:01s:409ms;unstructured;false;
188;VALIDATE_THROUGHPUT_TEST_1;0;19;1631192035484;1631192037013;2021-09-09 18:23:55.484;2021-09-09 18:23:57.013;1529;1.529;0h:00m:01s:529ms;unstructured;true;
189;VALIDATE_THROUGHPUT_TEST_1;0;20;1631192037015;1631192038511;2021-09-09 18:23:57.015;2021-09-09 18:23:58.511;1496;1.496;0h:00m:01s:496ms;structured;false;
190;VALIDATE_THROUGHPUT_TEST_1;0;21;1631192038512;1631192040090;2021-09-09 18:23:58.512;2021-09-09 18:24:00.090;1578;1.578;0h:00m:01s:578ms;structured;true;
191;VALIDATE_THROUGHPUT_TEST_1;0;22;1631192040091;1631192041762;2021-09-09 18:24:00.091;2021-09-09 18:24:01.762;1671;1.671;0h:00m:01s:671ms;structured;true;
192;VALIDATE_THROUGHPUT_TEST_1;0;23;1631192041763;1631192043208;2021-09-09 18:24:01.763;2021-09-09 18:24:03.208;1445;1.445;0h:00m:01s:445ms;structured;false;
193;VALIDATE_THROUGHPUT_TEST_1;0;24;1631192043210;1631192044874;2021-09-09 18:24:03.210;2021-09-09 18:24:04.874;1664;1.664;0h:00m:01s:664ms;structured;true;
194;VALIDATE_THROUGHPUT_TEST_1;0;25;1631192044875;1631192046276;2021-09-09 18:24:04.875;2021-09-09 18:24:06.276;1401;1.401;0h:00m:01s:401ms;structured;false;
195;VALIDATE_THROUGHPUT_TEST_1;0;26;1631192046276;1631192047692;2021-09-09 18:24:06.276;2021-09-09 18:24:07.692;1416;1.416;0h:00m:01s:416ms;structured;false;
196;VALIDATE_THROUGHPUT_TEST_1;0;27;1631192047692;1631192049207;2021-09-09 18:24:07.692;2021-09-09 18:24:09.207;1515;1.515;0h:00m:01s:515ms;unstructured;true;
197;VALIDATE_THROUGHPUT_TEST_1;0;28;1631192049209;1631192050605;2021-09-09 18:24:09.209;2021-09-09 18:24:10.605;1396;1.396;0h:00m:01s:396ms;unstructured;false;
198;VALIDATE_THROUGHPUT_TEST_1;0;29;1631192050607;1631192052119;2021-09-09 18:24:10.607;2021-09-09 18:24:12.119;1512;1.512;0h:00m:01s:512ms;structured;true;
199;VALIDATE_THROUGHPUT_TEST_1;0;30;1631192052119;1631192053514;2021-09-09 18:24:12.119;2021-09-09 18:24:13.514;1395;1.395;0h:00m:01s:395ms;semi-structured;false;
